CASE_NUMBER,GENDER,MIN_AGE,MAX_AGE,ETHNICITY,HEIGHT_CM,BUILD,DATE_FOUND,ESTIMATED_DEATH,BODY_OR_REMAINS,HAIR,FACIAL_HAIR,EYE_COLOUR,DISTINGUISHING_FEATURES,CLOTHING,POSSESSIONS,CIRCUMSTANCES,JEWELLERY,KNOWN_NOT_TO_BE
03-000090,male,18,30,white european,177,medium,2001-05-18,,body,dark - short,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'LEATHER', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'SHORT, ""TRAPPER ON ZIP TAG""'}, 'CLOTHING_2': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DENIM, ""REDWOOD ON BUTTONS""'}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '""751"" SIZE E41 (7)'}, 'CLOTHING_4': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'BOXER SHORTS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_6': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '""DICKHAM CASABLANCA"" ON LABLE INSIDE'}}",,male body found in the river medway at strood. believed to have been in the water approximately 2 to 3 months.,ring - 1 - rose gold wedding ring. late 19th century russian hallmark. third finger right.,
03-000073,male,18,30,white european,175,thin,2001-04-16,,body,,,blue,"{'FEATURE_1': {'CATEGORY': 'MARK', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'LEFT CHEST', 'DESCRIPTION': None}}",,,found dead at address in hackney. believed to have been dead approximately 2 weeks. known to have been living under a false identity.,,
03-000094,male,18,30,unknown,162,,2001-02-18,,body,,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SWEATSHIRT', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LARGE FLEECE TOP ""HEADWORX'}}",,remains found washed ashore at hells mouth beach.,,
06-021689,male,18,30,white european,188,large,2001-02-06,,body,dark brown - short,stubble,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'LEATHER', 'COLOUR': 'RED', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'RED BODY/BLACK SLEEVED. ""HEIN GERICKE"" MOTORCYCLE'}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'RIBBED'}, 'CLOTHING_3': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'AQUILA MAKE'}, 'CLOTHING_4': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'BOOTS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLACK LACE UP'}, 'CLOTHING_5': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DARK COLOUR'}}",['money: 20 pence'],decomposed body found in the river thames at hammersmith. believed to be a male who had previously been seen to climb over twickenham bridge and jump/fall into the river.,watch - 1 - casio g shock - black plastic,
04-005884,male,18,30,white european,172,fat,2001-01-10,,body,unknown - collar length,unknown,unknown,,"{'CLOTHING_1': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SWEATSHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'FLEECE'}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'CORDS', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'SCARF', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'PURPLE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WOOLLY'}, 'CLOTHING_5': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'POSSIBLY LIGHT BROWN SUEDE (FROM CCTV FOOTAGE'}}","['3x lighters', 'apple/melon soft drink', 'black holdall', 'umbrella', 'cigarette butts in pockets']",struck by train at manor park railway station. male was seen to climb onto the tracks and stand in front of the train.,,
03-000066,male,18,30,white european,180,,2001-01-05,,body,brown - greying - bald,,brown,"{'FEATURE_1': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'SURGICAL', 'LOCATION': 'ABDOMEN', 'DESCRIPTION': 'X2'}, 'FEATURE_2': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'LEFT ARM', 'DESCRIPTION': 'BCG SCAR'}, 'FEATURE_3': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'LEFT ARM', 'DESCRIPTION': 'BCG SCAR'}}","{'CLOTHING_1': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LIGHT GREY'}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLUE GREY OVERALLS'}, 'CLOTHING_3': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'THIGH LENGTH'}, 'CLOTHING_4': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'FLECKED', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'POLO', 'COLOUR': 'BEIGE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LABEL'}, 'CLOTHING_6': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'TRAINERS', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""BLACK AND WHITE 'NIKE'""}}",['�1.83'],male found collapsed in madeley road and taken to central middlesex hospital where he died 4 days later.,watch - 1 - yellow metal quartz watch - tarnished,
03-000072,male,18,30,white european,180,stocky,2000-12-09,,body,grey - short,,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'ZIP ON FRONT'}, 'CLOTHING_2': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'SPORTS', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLACK AND GREEN'}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'ORANGE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '2 BREAST POCKETS AND EPAULETTES'}, 'CLOTHING_4': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SLIP', 'COLOUR': 'ON', 'PATTERN': 'BLACK', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_5': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'COMBAT', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'MULTI POCKETED'}, 'CLOTHING_6': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BEIGE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'TOMMY 34'}, 'CLOTHING_7': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'GREEN BLUE STRIPED Y FRONTS'}, 'CLOTHING_8': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'TAN'}}",['maroon & silver coloured biro'],found on foreshore of the river thames near greenwich foot tunnel. believed to have been dead at least 5 days.,,
04-006006,male,18,30,afro caribbean,177,thin,2000-11-15,,body,black - receding,full beard,brown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'WAX OILSKIN'}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'POSSIBLY DARK BROWN WAXED OILSKIN'}, 'CLOTHING_3': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '2 X DARK GREEN WAX/OILSKIN (FOUND BY HIS SIDE)'}, 'CLOTHING_4': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LEATHER BELT WITH GOLD BUCKLE'}, 'CLOTHING_5': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'TRAINERS', 'COLOUR': 'WHITE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'TOMMY HILFIGER' SCRUFFY TRAINERS""}}","['�9.82 cash', 'lighter', 'misc papers', 'tube from alchometer']",seen by train driver in cess area of the railway line at southend east railway station. he does not appear to have been struck by a train.,,
03-000079,male,18,30,white european,172,thin,2000-11-07,2000-11-07,body,white - shoulder length,full beard,grey,"{'FEATURE_1': {'CATEGORY': 'TATTOO', 'SUBCATEGORY': 'UNSPECIFIED', 'LOCATION': 'L & R ARM', 'DESCRIPTION': None}}",,,"taken to st thomas hospital suffering from gangrene and pneumonia. he died on 7 november 2000. known to the hospital as peter jackson, date of birth 31 december 1922 but these details are believed to be false.",,
03-000104,female,18,30,white european,163,thin,2000-08-10,,body,black - short,,unknown,"{'FEATURE_1': {'CATEGORY': 'MARK', 'SUBCATEGORY': 'CYST', 'LOCATION': 'GENITALS', 'DESCRIPTION': 'OVARIAN'}, 'FEATURE_2': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'SURGICAL', 'LOCATION': 'ABDOMEN', 'DESCRIPTION': 'TRANSVERSE, 19CM'}, 'FEATURE_3': {'CATEGORY': 'SCAR', 'SUBCATEGORY': 'CUT', 'LOCATION': 'LEFT WRIST', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'TIGHTS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'SEXY UNDERWEAR'""}, 'CLOTHING_2': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'ANKLE BOOTS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'FLAT HEELED CHELSEA BOOTS'}, 'CLOTHING_3': {'CATEGORY': 'DRESS', 'SUBCATEGORY': 'SKIRT', 'COLOUR': 'BLACK', 'PATTERN': 'PIN STRIPE', 'DESCRIPTION': 'SHORT'}, 'CLOTHING_4': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLACK BLUE'}, 'CLOTHING_5': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'YELLOW BUCKLE'}, 'CLOTHING_6': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'BODY', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'POLYESTER BODYSUIT'}, 'CLOTHING_7': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_8': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BIKERS HAT'}}","['�60 stuffed down bra', 'tourist information on oxford', 'lipstick', ""handbag (with name 'christina may' inside) with purse"", 'half bottle of vodka']",female body found at the bottom of the cliffs at dover. believed that she had fallen from above and property found at the top of the cliffs is believed to belong to her. she had green/brown eyes and suffered from an ovarian cyst.,"necklace - 1 - pearl

watch - 1 - ""limit""

ring - 6 - on both hands but not on wedding finger, rings on right hand described as 2 x gold entwined or separate gold bands often known as a russian ring",
03-000081,male,18,30,unknown,173,medium,2000-06-30,,body,grey - receding,full beard,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'CARDIGAN', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'T', 'COLOUR': 'SHIRT', 'PATTERN': 'BLUE', 'DESCRIPTION': 'STRIPED'}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'T', 'COLOUR': 'SHIRT', 'PATTERN': 'WHITE', 'DESCRIPTION': 'STRIPED'}, 'CLOTHING_4': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DARK GREY'}}",,found in undergrowth by a footpath near marshgate railway siding at 1405 hours.,,
03-000091,male,18,30,white european,177,medium,2000-06-18,,body,,,unknown,"{'FEATURE_1': {'CATEGORY': 'PECULIARITY', 'SUBCATEGORY': 'CROWNED TEETH', 'LOCATION': 'TEETH', 'DESCRIPTION': 'TWO DENTAL CAPS ON FRONT TEETH'}}","{'CLOTHING_1': {'CATEGORY': 'SWIMWEAR', 'SUBCATEGORY': 'SWIMSUIT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'SHORT LEGGED WETSUIT WITH ""TIGA"" EMBLEM ON FRONT CHEST. MEDIUM SIZE.'}, 'CLOTHING_2': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'RUBBER BELT/HARNESS POSSIBLY WINDSURFING ""NEIL PRYDE EQUIPMENT"" AND ""ANATOMIC""'}, 'CLOTHING_3': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'RUBBER SLIP'}, 'CLOTHING_4': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'BOXER SHORTS', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'BLUE AND WHITE'}}",,body was found in the english channel. believed to have been in the water approximately 6 weeks. his two front teeth were capped.,,
04-006033,male,18,30,white european,175,thin,2000-04-22,,body,dark brown - shoulder length,moustache,unknown,,"{'CLOTHING_1': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'THOMAS BROWN' SIZE M LONG""}, 'CLOTHING_2': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'BERTONI' MAKE LIGHT BLUE WITH DARK BLUE COLLAR""}, 'CLOTHING_3': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'LEVI'""}, 'CLOTHING_4': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREEN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'CASSINI' MAKE (SIZE 44), DARK GREEN""}, 'CLOTHING_5': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'GREEN', 'PATTERN': 'STRIPED', 'DESCRIPTION': 'BOXERS'}, 'CLOTHING_6': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'KICKERS' MAKE (SIZE 45)""}}","['3 x keys on keyring', ""box of 'texaco' matches""]",struck by a train outside bethnal green underground station when he stood in front of a train.,,
04-006035,male,18,30,white european,175,medium,2000-02-05,,body,dark brown - greying,unknown,unknown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'ANORAK', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'NAVY'}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'CASUAL', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DARK CHINO'}, 'CLOTHING_3': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'KNITTED', 'COLOUR': 'RED', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'CABLE WOVEN, HAND KNITTED'}, 'CLOTHING_4': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'CORD', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""WHITE LINING, 'GREEN LEAVES'""}, 'CLOTHING_5': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'SWEATER', 'COLOUR': 'BROWN', 'PATTERN': 'HERRINGBONE', 'DESCRIPTION': 'BROWN AND WHITE, ROUND NECK'}, 'CLOTHING_6': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'BOOTS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'TECHNICA' MAKE HIKING, SIZE 8.5""}, 'CLOTHING_7': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'CLUTTONS', ITALIAN MAKE""}, 'CLOTHING_8': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'FLAT WOOLLEN CAP'}}","['series of maps of the area', ""a compass & a 'karrimor' rucksack"", ""'winston' & 'camel' cigarettes. also in possession of some 'deep' books""]","decomposed body found in mynydd fronfelin, in a wooded area commonly used by hikers.",watch - 1 - 'swatch' silver bracelet watch (1hr fast showing saturday 1st),mark graeme krostewitz
03-000095,male,18,30,dark european,170,medium,2000-01-26,2000-01-26,body,dark brown - short,,brown,,"{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'NYLON'}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'JEANS', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'HEAVILY STUDDED LEATHER BELT'}, 'CLOTHING_4': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SHOES', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",,male was struck by a vehicle after falling from a lorry on the m40 at great milton whilst trying to attract attention. believed he may have only just entered the uk.,,
10-005782,male,18,30,unknown,155,,2000-01-16,1999-09-16,body,unknown,unknown,unknown,,"{'CLOTHING_1': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'T', 'COLOUR': 'SHIRT', 'PATTERN': 'BLUE', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_2': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'CORDS', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'LABEL UNIDENTIFIABLE'}, 'CLOTHING_3': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_4': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'ANKLE BOOTS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'SIZE 40 MANUFACTURED IN PORTUGAL'}}",,decomposed body found in the sand at pembroke bay by two people walking their dog. believed to have been dead for several months.,,
03-000100,male,18,30,white european,172,medium,2000-01-06,,body,dark,unknown,unknown,,"{'CLOTHING_1': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'CORDS', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_2': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'BOOTS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'ANKLE'}, 'CLOTHING_3': {'CATEGORY': 'BELT', 'SUBCATEGORY': 'BELT', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': 'DULL SILVER COLOURED BUCKLE'}, 'CLOTHING_4': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BEIGE', 'PATTERN': 'STRIPED', 'DESCRIPTION': 'RED AND GREEN HORIZONTAL'}, 'CLOTHING_5': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'UNKNOWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': '""OLD IRELAND"" PANTS SOLD BY CATALOGUE ORDERED BY 427 PEOPLE.'}}",,decomposed body recovered from the shore at poole harbour.,,
03-000102,male,18,30,white european,170,thin,2000-01-04,1999-12-28,body,"grey (grey hair with tinge of red, moustache is ginger) - thinning - short",moustache,blue,"{'FEATURE_1': {'CATEGORY': 'TATTOO', 'SUBCATEGORY': 'WORDS', 'LOCATION': 'LEFT ARM', 'DESCRIPTION': ""WORD 'MAM', 'MRM' OR 'MBM' & ABOVE THIS A CROSS""}, 'FEATURE_2': {'CATEGORY': 'TATTOO', 'SUBCATEGORY': 'FEMALE FIGURE', 'LOCATION': 'RIGHT ARM', 'DESCRIPTION': 'NAKED WOMAN , A RECTANGULAR SYMBOL & A SOLID LINE BETWEEN THE TWO'}}","{'CLOTHING_1': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'SLIP', 'COLOUR': 'ON', 'PATTERN': 'BROWN', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_2': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'SHIRT', 'COLOUR': 'MAROON', 'PATTERN': 'CHECKED', 'DESCRIPTION': 'LONG SLEEVED WITH BLUE CHECK'}, 'CLOTHING_4': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'GREY', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_5': {'CATEGORY': 'HEADWEAR', 'SUBCATEGORY': 'BASEBALL', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'ALLIED IRISH BANK (GB)' LOGO""}}","['a number of coins including �1 coins totalling �2.30; 3 keys', 'one a union make', 'another a silica make; green plastic comb', 'white plastic disposable razor; blue rosary type beads with white cross possibly plastic']",a male body was found face down in a shallow stream behind allotments. he is believed to have been deceased a week.,,
04-006291,male,18,30,white european,182,medium,1999-12-22,,body,unknown - dyed - short,,unknown,"{'FEATURE_1': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'FALSE TEETH', 'LOCATION': 'SPEECH', 'DESCRIPTION': None}, 'FEATURE_2': {'CATEGORY': 'LACKING', 'SUBCATEGORY': 'FALSE TEETH', 'LOCATION': 'TEETH', 'DESCRIPTION': None}}","{'CLOTHING_1': {'CATEGORY': 'JACKET', 'SUBCATEGORY': 'LEATHER', 'COLOUR': 'BROWN', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""'AKASO' JACKET""}, 'CLOTHING_2': {'CATEGORY': 'JUMPER', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""ROUND NECK, 'PRINCIPLES'""}, 'CLOTHING_3': {'CATEGORY': 'SHIRT/BLOUSE', 'SUBCATEGORY': 'RUGBY', 'COLOUR': 'MULTI', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""MR. CHARLY'S""}, 'CLOTHING_4': {'CATEGORY': 'TROUSERS', 'SUBCATEGORY': 'UNKNOWN', 'COLOUR': 'BLUE', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': ""CORDUROY, 'LONG ISLAND'""}, 'CLOTHING_5': {'CATEGORY': 'UNDERWEAR', 'SUBCATEGORY': 'UNDERPANTS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}, 'CLOTHING_6': {'CATEGORY': 'FOOTWEAR', 'SUBCATEGORY': 'LACE', 'COLOUR': 'UP', 'PATTERN': 'BROWN', 'DESCRIPTION': 'UNKNOWN'}, 'CLOTHING_7': {'CATEGORY': 'HOSE', 'SUBCATEGORY': 'SOCKS', 'COLOUR': 'BLACK', 'PATTERN': 'UNKNOWN', 'DESCRIPTION': None}}",['yellow metal & leather key fob on two rings with six keys & a penknife attached'],found in the river thames at the millenium eye.,necklace - 1 - yellow metal,
